ID,Username,Tweet,Sentiment,Location,Hashtags,Timestamp,Retweet_count,Like_count,Brand
t07409,markwilson,"Amazing experience with the new product from Apple at Toronto, Canada! #FitnessGoals",positive,"Toronto, Canada",['#FitnessGoals'],2024-06-06 08:44:34.993789,957,2567,Apple
t07410,clifford80,"Absolutely loving the latest release by Nike at Lake Stacey, Netherlands Antilles! #Trending #NewLaunch",positive,"Lake Stacey, Netherlands Antilles","['#Trending', '#NewLaunch']",2025-02-04 08:24:50.124300,820,2198,Nike
t07411,zbarr,"Giving a try to Netflix at Mumbai, India! #ShopSmart #MovieNight",neutral,"Mumbai, India","['#ShopSmart', '#MovieNight']",2024-07-25 18:57:05.702505,57,1147,Netflix
t07412,david50,"Not satisfied with the recent changes by Adidas at Port Zachary, Cyprus! #ShopSmart",negative,"Port Zachary, Cyprus",['#ShopSmart'],2024-12-18 05:55:13.784514,120,902,Adidas
t07413,xbrown,"Major letdown from Nike at North Ashley, Myanmar! #FitnessGoals",negative,"North Ashley, Myanmar",['#FitnessGoals'],2025-03-13 05:29:42.115372,640,1653,Nike
t07414,josephkennedy,"Blown away by the quality of Adidas at New York, USA! #NewLaunch",positive,"New York, USA",['#NewLaunch'],2024-08-19 13:00:55.791380,371,1644,Adidas
t07415,rhondalopez,"Really disappointed with the latest update from Adidas at South Mary, Djibouti! #NewLaunch #TechNews",negative,"South Mary, Djibouti","['#NewLaunch', '#TechNews']",2025-03-23 19:20:01.138175,156,1524,Adidas
t07416,murphybrandi,"Blown away by the quality of Samsung at Webbborough, Lebanon! #NewLaunch #TravelDiaries",positive,"Webbborough, Lebanon","['#NewLaunch', '#TravelDiaries']",2024-07-14 12:57:32.183858,869,2677,Samsung
t07417,lisa78,"Checked out the new update of Samsung at Los Angeles, USA! #ShopSmart",neutral,"Los Angeles, USA",['#ShopSmart'],2024-11-29 21:00:43.252963,827,1041,Samsung
t07418,wgonzalez,"Unmatched service and performance by Adidas at Sydney, Australia! #FitnessGoals",positive,"Sydney, Australia",['#FitnessGoals'],2024-09-07 03:46:53.914307,56,1003,Adidas
t07419,genglish,"Giving a try to Netflix at Sydney, Australia! #TechNews",neutral,"Sydney, Australia",['#TechNews'],2024-08-04 14:43:25.955212,134,477,Netflix
t07420,lhayes,"Not satisfied with the recent changes by Amazon at New York, USA! #TravelDiaries #ShopSmart",negative,"New York, USA","['#TravelDiaries', '#ShopSmart']",2024-10-01 16:19:54.181352,524,921,Amazon
t07421,christy96,"Unmatched service and performance by Nike at Mumbai, India! #ShopSmart #FitnessGoals",positive,"Mumbai, India","['#ShopSmart', '#FitnessGoals']",2025-04-11 06:06:56.022169,766,869,Nike
t07422,christopherlindsey,"Could have been better, talking about Google at Tokyo, Japan! #MovieNight #EcoFriendly",negative,"Tokyo, Japan","['#MovieNight', '#EcoFriendly']",2024-06-25 21:12:54.397776,368,964,Google
t07423,cowanbarbara,"Just another update from Adidas at Jonesborough, Morocco! #Trending #EcoFriendly",neutral,"Jonesborough, Morocco","['#Trending', '#EcoFriendly']",2025-01-08 13:55:04.442985,727,1668,Adidas
t07424,gentryvicki,"Frustrated by the poor service at Apple at Sydney, Australia! #ShopSmart #EcoFriendly",negative,"Sydney, Australia","['#ShopSmart', '#EcoFriendly']",2025-01-27 13:33:27.137202,359,724,Apple
t07425,tjensen,"Another fantastic innovation from Google at Erictown, Liberia! #TravelDiaries #NewLaunch",positive,"Erictown, Liberia","['#TravelDiaries', '#NewLaunch']",2024-08-12 21:45:25.984562,73,1916,Google
t07426,campbellmary,"Really disappointed with the latest update from Tesla at Mumbai, India! #TechNews",negative,"Mumbai, India",['#TechNews'],2024-05-03 05:56:03.598063,326,838,Tesla
t07427,jamesmichael,"Excited about the new launch event of Adidas at Tokyo, Japan! #EcoFriendly #FitnessGoals",positive,"Tokyo, Japan","['#EcoFriendly', '#FitnessGoals']",2024-05-04 06:52:11.386390,644,1456,Adidas
t07428,kerrkyle,"Not satisfied with the recent changes by Apple at Sydney, Australia! #ShopSmart #FitnessGoals",negative,"Sydney, Australia","['#ShopSmart', '#FitnessGoals']",2025-03-24 16:44:46.614296,600,1058,Apple
t07429,sfrancis,"Unexpected issues faced with Samsung at Tokyo, Japan! #Trending",negative,"Tokyo, Japan",['#Trending'],2024-06-24 22:46:31.551506,477,2417,Samsung
t07430,mrodriguez,"Really disappointed with the latest update from Samsung at Mumbai, India! #TravelDiaries",negative,"Mumbai, India",['#TravelDiaries'],2024-09-30 03:43:50.196452,648,1061,Samsung
t07431,monica71,"Amazing experience with the new product from Samsung at West Jackville, Aruba! #MovieNight",positive,"West Jackville, Aruba",['#MovieNight'],2025-03-18 03:04:07.516863,699,1920,Samsung
t07432,jamie61,"Giving a try to Tesla at Mumbai, India! #Innovation #ShopSmart",neutral,"Mumbai, India","['#Innovation', '#ShopSmart']",2024-10-10 01:06:28.214617,72,1815,Tesla
t07433,pauljeffrey,"Worst experience so far with Netflix at São Paulo, Brazil! #Trending",negative,"São Paulo, Brazil",['#Trending'],2024-06-27 11:50:32.455785,105,922,Netflix
t07434,hwebb,"Very poor performance by Netflix at Berlin, Germany! #TravelDiaries #TechNews",negative,"Berlin, Germany","['#TravelDiaries', '#TechNews']",2025-02-26 07:53:58.370131,762,1201,Netflix
t07435,heather14,"Checked out the new update of Apple at São Paulo, Brazil! #ShopSmart #FitnessGoals",neutral,"São Paulo, Brazil","['#ShopSmart', '#FitnessGoals']",2025-02-22 03:50:06.506163,353,712,Apple
t07436,fcastro,"Excited about the new launch event of Apple at Sydney, Australia! #TechNews #Trending",positive,"Sydney, Australia","['#TechNews', '#Trending']",2024-04-30 08:48:26.136814,685,920,Apple
t07437,myersrichard,"Exploring the features of Amazon at East Kyle, Benin! #TechNews #MovieNight",neutral,"East Kyle, Benin","['#TechNews', '#MovieNight']",2024-08-02 18:52:29.315094,418,2143,Amazon
t07438,nicolecooper,"Just another update from Netflix at Deanfurt, Dominican Republic! #TravelDiaries #NewLaunch",neutral,"Deanfurt, Dominican Republic","['#TravelDiaries', '#NewLaunch']",2025-03-09 02:16:15.774931,945,2689,Netflix
t07439,scotttimothy,"Another fantastic innovation from Tesla at Masonstad, French Southern Territories! #TravelDiaries",positive,"Masonstad, French Southern Territories",['#TravelDiaries'],2025-01-01 00:05:02.542631,533,780,Tesla
t07440,burnskevin,"Honestly, not happy with Netflix at Tokyo, Japan! #EcoFriendly #FitnessGoals",negative,"Tokyo, Japan","['#EcoFriendly', '#FitnessGoals']",2024-11-05 10:46:11.561209,269,1161,Netflix
t07441,erik48,"Very poor performance by Tesla at Toronto, Canada! #ShopSmart",negative,"Toronto, Canada",['#ShopSmart'],2024-06-13 13:16:19.064004,381,1736,Tesla
t07442,brandiesparza,"Unexpected issues faced with Samsung at Atkinsonstad, Faroe Islands! #MovieNight",negative,"Atkinsonstad, Faroe Islands",['#MovieNight'],2025-02-16 06:37:56.856478,279,1614,Samsung
t07443,mpatterson,"Exploring the features of Amazon at São Paulo, Brazil! #ShopSmart #TravelDiaries",neutral,"São Paulo, Brazil","['#ShopSmart', '#TravelDiaries']",2024-09-25 04:08:13.885717,95,652,Amazon
t07444,gatesjustin,"Totally recommend checking out Nike at São Paulo, Brazil! #EcoFriendly",positive,"São Paulo, Brazil",['#EcoFriendly'],2024-12-28 04:31:21.241863,681,2238,Nike
t07445,carriedouglas,"Really disappointed with the latest update from Samsung at Mumbai, India! #TechNews #ShopSmart",negative,"Mumbai, India","['#TechNews', '#ShopSmart']",2024-09-13 08:12:14.385449,543,1875,Samsung
t07446,wayne05,"Unmatched service and performance by Google at Mumbai, India! #Trending",positive,"Mumbai, India",['#Trending'],2025-02-02 13:55:26.783315,313,859,Google
t07447,asmith,"First impressions are great for Amazon at Velasqueztown, Bulgaria! #EcoFriendly #Innovation",positive,"Velasqueztown, Bulgaria","['#EcoFriendly', '#Innovation']",2024-06-27 00:27:27.423974,775,844,Amazon
t07448,sharpnathan,"Had an average experience with Tesla at Toronto, Canada! #NewLaunch",neutral,"Toronto, Canada",['#NewLaunch'],2024-08-05 23:46:30.518028,547,2152,Tesla
t07449,smoore,"Amazing experience with the new product from Apple at New York, USA! #EcoFriendly #Innovation",positive,"New York, USA","['#EcoFriendly', '#Innovation']",2024-06-15 11:03:38.264236,683,1516,Apple
t07450,angelamiller,"Excited about the new launch event of Amazon at Toronto, Canada! #Innovation #NewLaunch",positive,"Toronto, Canada","['#Innovation', '#NewLaunch']",2025-02-20 05:57:48.619684,377,1820,Amazon
t07451,tosborne,"Exploring the features of Nike at North Devin, Nicaragua! #MovieNight #TravelDiaries",neutral,"North Devin, Nicaragua","['#MovieNight', '#TravelDiaries']",2024-12-20 08:24:13.000283,747,1447,Nike
t07452,curtisveronica,"Giving a try to Netflix at São Paulo, Brazil! #Trending #EcoFriendly",neutral,"São Paulo, Brazil","['#Trending', '#EcoFriendly']",2024-05-27 21:17:25.878367,38,38,Netflix
t07453,hwang,"Unexpected issues faced with Nike at New York, USA! #Trending #TechNews",negative,"New York, USA","['#Trending', '#TechNews']",2024-09-21 21:29:45.265982,818,956,Nike
t07454,williamyoung,"Exploring the features of Apple at Reyesshire, Montserrat! #ShopSmart",neutral,"Reyesshire, Montserrat",['#ShopSmart'],2024-07-04 19:02:22.761137,87,1602,Apple
t07455,stevencampbell,"Totally recommend checking out Adidas at Mumbai, India! #FitnessGoals",positive,"Mumbai, India",['#FitnessGoals'],2025-03-10 03:17:20.294687,434,2065,Adidas
t07456,changeric,"Terrible experience with Tesla at Mumbai, India! #NewLaunch",negative,"Mumbai, India",['#NewLaunch'],2024-12-02 03:04:15.453174,798,1128,Tesla
t07457,tannerscott,"Unexpected issues faced with Adidas at South Stephanie, Burkina Faso! #TravelDiaries",negative,"South Stephanie, Burkina Faso",['#TravelDiaries'],2024-10-13 19:16:00.228350,493,1439,Adidas
t07458,donna50,"Honestly, not happy with Tesla at Berlin, Germany! #MovieNight",negative,"Berlin, Germany",['#MovieNight'],2024-09-23 09:20:00.705837,275,323,Tesla
t07459,tara84,"Giving a try to Netflix at New York, USA! #Trending #EcoFriendly",neutral,"New York, USA","['#Trending', '#EcoFriendly']",2024-08-02 21:32:10.265404,627,1973,Netflix
t07460,ajoseph,"Giving a try to Tesla at São Paulo, Brazil! #Innovation",neutral,"São Paulo, Brazil",['#Innovation'],2024-12-31 03:27:35.966033,375,591,Tesla
t07461,elizabethsimmons,"Amazing experience with the new product from Apple at Berlin, Germany! #MovieNight #NewLaunch",positive,"Berlin, Germany","['#MovieNight', '#NewLaunch']",2024-10-25 14:01:09.120201,351,2092,Apple
t07462,manuel03,"Super impressed by the quality of Amazon at North Johnview, Philippines! #Trending",positive,"North Johnview, Philippines",['#Trending'],2025-03-19 12:56:39.547449,250,996,Amazon
t07463,fcarroll,"Just another update from Amazon at Tokyo, Japan! #ShopSmart",neutral,"Tokyo, Japan",['#ShopSmart'],2024-06-13 07:49:46.472759,430,1650,Amazon
t07464,april73,"Super impressed by the quality of Google at Los Angeles, USA! #FitnessGoals",positive,"Los Angeles, USA",['#FitnessGoals'],2025-01-13 09:10:53.923951,748,2100,Google
t07465,snyderdaniel,"Unexpected issues faced with Apple at Paris, France! #ShopSmart",negative,"Paris, France",['#ShopSmart'],2024-10-31 18:52:23.787910,474,1402,Apple
t07466,ifry,"Absolutely loving the latest release by Amazon at Toronto, Canada! #TechNews #FitnessGoals",positive,"Toronto, Canada","['#TechNews', '#FitnessGoals']",2025-03-29 08:25:32.166298,461,2279,Amazon
t07467,jmontes,"Totally recommend checking out Amazon at Mumbai, India! #FitnessGoals #Innovation",positive,"Mumbai, India","['#FitnessGoals', '#Innovation']",2025-01-05 08:46:56.776157,871,888,Amazon
t07468,kathleendeleon,"Terrible experience with Netflix at Tokyo, Japan! #Innovation #Trending",negative,"Tokyo, Japan","['#Innovation', '#Trending']",2024-06-26 22:10:10.081796,217,624,Netflix
t07469,kennedyjose,"Mixed feelings about Netflix at Paris, France! #TechNews",neutral,"Paris, France",['#TechNews'],2025-02-03 07:16:59.645312,534,1362,Netflix
t07470,hernandezrebecca,"Very poor performance by Tesla at Tokyo, Japan! #TechNews",negative,"Tokyo, Japan",['#TechNews'],2024-09-22 16:19:53.307565,964,1725,Tesla
t07471,jrobinson,"Not sure how to feel about Apple at New York, USA! #MovieNight",neutral,"New York, USA",['#MovieNight'],2024-07-07 11:47:15.488670,99,1182,Apple
t07472,hhernandez,"Absolutely loving the latest release by Nike at Mumbai, India! #MovieNight #TravelDiaries",positive,"Mumbai, India","['#MovieNight', '#TravelDiaries']",2024-11-01 14:29:03.678364,964,2464,Nike
t07473,brendarandolph,"Unexpected issues faced with Apple at Toronto, Canada! #TechNews #TravelDiaries",negative,"Toronto, Canada","['#TechNews', '#TravelDiaries']",2025-04-07 13:46:25.742016,526,1047,Apple
t07474,gonzalezpatricia,"Major letdown from Adidas at Port Josephborough, Romania! #Trending",negative,"Port Josephborough, Romania",['#Trending'],2025-03-27 17:12:00.960908,395,1721,Adidas
t07475,gailwoods,"Very poor performance by Samsung at Paris, France! #EcoFriendly",negative,"Paris, France",['#EcoFriendly'],2024-12-24 22:00:57.996785,667,892,Samsung
t07476,lori40,"Really disappointed with the latest update from Nike at Sydney, Australia! #FitnessGoals",negative,"Sydney, Australia",['#FitnessGoals'],2024-06-06 19:02:29.132668,893,1552,Nike
t07477,reeddwayne,"Another fantastic innovation from Apple at São Paulo, Brazil! #NewLaunch",positive,"São Paulo, Brazil",['#NewLaunch'],2025-04-05 07:48:15.730860,481,1006,Apple
t07478,kathryngonzales,"Mixed feelings about Amazon at East Sheilaberg, Qatar! #FitnessGoals",neutral,"East Sheilaberg, Qatar",['#FitnessGoals'],2025-03-30 05:32:08.450414,837,2283,Amazon
t07479,enolan,"Unmatched service and performance by Google at Abbottland, Tajikistan! #FitnessGoals",positive,"Abbottland, Tajikistan",['#FitnessGoals'],2024-05-02 04:52:16.409815,587,937,Google
t07480,cwheeler,"Very poor performance by Apple at South Stephenbury, Lao People's Democratic Republic! #NewLaunch #Trending",negative,"South Stephenbury, Lao People's Democratic Republic","['#NewLaunch', '#Trending']",2024-06-27 06:03:18.034453,592,1021,Apple
t07481,katherinedavidson,"Worst experience so far with Netflix at New York, USA! #MovieNight",negative,"New York, USA",['#MovieNight'],2025-02-10 03:06:37.041103,53,271,Netflix
t07482,samantha91,"Very poor performance by Adidas at North Valerieshire, Hungary! #EcoFriendly #TechNews",negative,"North Valerieshire, Hungary","['#EcoFriendly', '#TechNews']",2024-06-14 00:27:57.518548,172,1814,Adidas
t07483,lwebster,"First time trying products from Samsung at New York, USA! #FitnessGoals #TechNews",neutral,"New York, USA","['#FitnessGoals', '#TechNews']",2025-04-02 18:41:22.687860,3,1730,Samsung
t07484,robinsonmichelle,"Blown away by the quality of Nike at Mumbai, India! #Innovation",positive,"Mumbai, India",['#Innovation'],2025-01-21 17:38:08.875933,846,1840,Nike
t07485,michael68,"Honestly, not happy with Adidas at Mumbai, India! #Innovation",negative,"Mumbai, India",['#Innovation'],2025-04-10 07:01:03.452950,513,648,Adidas
t07486,kdean,"Amazing experience with the new product from Tesla at Berlin, Germany! #MovieNight #NewLaunch",positive,"Berlin, Germany","['#MovieNight', '#NewLaunch']",2024-12-10 03:30:57.916826,163,1601,Tesla
t07487,znoble,"Absolutely loving the latest release by Nike at New Lauren, Christmas Island! #NewLaunch",positive,"New Lauren, Christmas Island",['#NewLaunch'],2025-01-06 16:00:47.082980,327,1456,Nike
t07488,tristan64,"Checked out the new update of Google at North Kellyview, Bhutan! #MovieNight",neutral,"North Kellyview, Bhutan",['#MovieNight'],2024-07-21 20:15:14.342225,33,1872,Google
t07489,william34,"Not satisfied with the recent changes by Tesla at Tiffanyland, Saint Lucia! #TravelDiaries",negative,"Tiffanyland, Saint Lucia",['#TravelDiaries'],2024-10-23 06:00:30.851577,945,2370,Tesla
t07490,georgenatasha,"Worst experience so far with Adidas at Berlin, Germany! #FitnessGoals",negative,"Berlin, Germany",['#FitnessGoals'],2024-09-19 06:30:10.183068,659,802,Adidas
t07491,emily91,"Unexpected issues faced with Apple at South Sierrachester, Burkina Faso! #FitnessGoals #TravelDiaries",negative,"South Sierrachester, Burkina Faso","['#FitnessGoals', '#TravelDiaries']",2025-01-05 04:49:05.480962,554,2273,Apple
t07492,stevensalexandra,"Just another update from Apple at New York, USA! #TechNews #TravelDiaries",neutral,"New York, USA","['#TechNews', '#TravelDiaries']",2024-12-02 03:04:02.669866,319,2229,Apple
t07493,chandlerlisa,"Unexpected issues faced with Nike at Toronto, Canada! #FitnessGoals",negative,"Toronto, Canada",['#FitnessGoals'],2024-06-12 07:44:55.570631,681,774,Nike
t07494,csmith,"Exploring the features of Amazon at Los Angeles, USA! #Innovation #TravelDiaries",neutral,"Los Angeles, USA","['#Innovation', '#TravelDiaries']",2024-07-11 03:33:14.385066,963,2098,Amazon
t07495,bishopgrant,"Really disappointed with the latest update from Adidas at London, UK! #FitnessGoals #ShopSmart",negative,"London, UK","['#FitnessGoals', '#ShopSmart']",2024-08-08 20:15:14.440321,456,1927,Adidas
t07496,xbrewer,"Mixed feelings about Netflix at Sydney, Australia! #MovieNight",neutral,"Sydney, Australia",['#MovieNight'],2025-04-13 20:42:23.780023,341,545,Netflix
t07497,qclarke,"Worst experience so far with Adidas at Jenniferland, Netherlands! #FitnessGoals",negative,"Jenniferland, Netherlands",['#FitnessGoals'],2024-10-26 12:16:20.716054,804,905,Adidas
t07498,sharon08,"Random thoughts on Nike at North Scottchester, Congo! #NewLaunch #EcoFriendly",neutral,"North Scottchester, Congo","['#NewLaunch', '#EcoFriendly']",2025-01-07 19:04:56.635324,18,1589,Nike
t07499,jpittman,"Unexpected issues faced with Adidas at São Paulo, Brazil! #TechNews #FitnessGoals",negative,"São Paulo, Brazil","['#TechNews', '#FitnessGoals']",2025-04-17 05:42:26.685204,560,2076,Adidas
t07500,zgarcia,"Loving the fresh updates brought by Adidas at Paris, France! #ShopSmart",positive,"Paris, France",['#ShopSmart'],2024-05-14 21:33:01.941642,707,899,Adidas
t07501,leonardmiller,"Exploring the features of Nike at Toronto, Canada! #Innovation",neutral,"Toronto, Canada",['#Innovation'],2024-12-28 06:51:18.210615,701,914,Nike
t07502,estradadonald,"Not sure how to feel about Amazon at Tokyo, Japan! #TechNews #ShopSmart",neutral,"Tokyo, Japan","['#TechNews', '#ShopSmart']",2024-12-31 05:11:16.218822,212,1586,Amazon
t07503,toddedward,"Unexpected issues faced with Amazon at Sydney, Australia! #Trending #TravelDiaries",negative,"Sydney, Australia","['#Trending', '#TravelDiaries']",2024-11-19 03:09:32.090358,263,1690,Amazon
t07504,kleincynthia,"Giving a try to Samsung at Paris, France! #MovieNight",neutral,"Paris, France",['#MovieNight'],2025-04-07 15:12:36.959894,735,1727,Samsung
t07505,bmorris,"Could have been better, talking about Nike at Tokyo, Japan! #TravelDiaries #NewLaunch",negative,"Tokyo, Japan","['#TravelDiaries', '#NewLaunch']",2024-08-02 12:06:44.474954,852,2796,Nike
t07506,jose49,"Unmatched service and performance by Netflix at Vanessafort, Faroe Islands! #FitnessGoals #TravelDiaries",positive,"Vanessafort, Faroe Islands","['#FitnessGoals', '#TravelDiaries']",2024-08-15 13:31:50.252207,839,1580,Netflix
t07507,ronald73,"Giving a try to Google at South Rebecca, British Virgin Islands! #FitnessGoals #TechNews",neutral,"South Rebecca, British Virgin Islands","['#FitnessGoals', '#TechNews']",2024-07-09 16:47:02.402580,192,1888,Google
t07508,gregory41,"Just another update from Amazon at London, UK! #TravelDiaries #Trending",neutral,"London, UK","['#TravelDiaries', '#Trending']",2024-09-29 10:49:11.887983,105,729,Amazon
t07509,alexander28,"Unmatched service and performance by Google at São Paulo, Brazil! #TechNews",positive,"São Paulo, Brazil",['#TechNews'],2024-05-14 16:45:51.707729,426,579,Google
t07510,ashleybrown,"Not sure how to feel about Amazon at South Jeffreyville, Bangladesh! #MovieNight #TechNews",neutral,"South Jeffreyville, Bangladesh","['#MovieNight', '#TechNews']",2025-03-14 00:24:18.257086,112,1490,Amazon
t07511,chorton,"First impressions are great for Tesla at Tokyo, Japan! #TechNews #NewLaunch",positive,"Tokyo, Japan","['#TechNews', '#NewLaunch']",2025-04-12 03:48:26.666412,52,1222,Tesla
t07512,williamscheryl,"Major letdown from Samsung at Los Angeles, USA! #ShopSmart #Innovation",negative,"Los Angeles, USA","['#ShopSmart', '#Innovation']",2024-05-05 03:52:07.517810,739,1777,Samsung
t07513,christopherturner,"Loving the fresh updates brought by Amazon at London, UK! #TechNews",positive,"London, UK",['#TechNews'],2024-06-19 05:34:30.559015,245,1866,Amazon
t07514,vangzachary,"Terrible experience with Tesla at Mumbai, India! #ShopSmart",negative,"Mumbai, India",['#ShopSmart'],2024-09-15 06:06:44.190203,695,1505,Tesla
t07515,psandoval,"Excited about the new launch event of Samsung at South Justin, Taiwan! #TravelDiaries",positive,"South Justin, Taiwan",['#TravelDiaries'],2024-11-03 08:58:27.276759,548,1292,Samsung
t07516,npierce,"Blown away by the quality of Netflix at Paris, France! #TravelDiaries",positive,"Paris, France",['#TravelDiaries'],2024-11-19 08:46:20.636636,632,2081,Netflix
t07517,qcarter,"Mixed feelings about Google at New Brianna, Lithuania! #ShopSmart",neutral,"New Brianna, Lithuania",['#ShopSmart'],2024-07-13 06:27:39.800680,47,1737,Google
t07518,freed,"Not satisfied with the recent changes by Google at South Kevinport, Botswana! #Trending",negative,"South Kevinport, Botswana",['#Trending'],2024-05-04 17:10:47.887277,350,1456,Google
t07519,htran,"Giving a try to Google at Suarezmouth, Cocos (Keeling) Islands! #ShopSmart",neutral,"Suarezmouth, Cocos (Keeling) Islands",['#ShopSmart'],2024-12-08 10:36:49.543317,136,2130,Google
t07520,ortizdavid,"Really disappointed with the latest update from Netflix at New York, USA! #TravelDiaries",negative,"New York, USA",['#TravelDiaries'],2024-08-15 23:48:18.841569,24,1283,Netflix
t07521,nmarquez,"Loving the fresh updates brought by Amazon at Jonesfort, Brunei Darussalam! #TechNews",positive,"Jonesfort, Brunei Darussalam",['#TechNews'],2025-01-23 20:47:55.875717,751,851,Amazon
t07522,jesse40,"Had an average experience with Nike at Berlin, Germany! #EcoFriendly",neutral,"Berlin, Germany",['#EcoFriendly'],2024-11-18 01:59:44.832421,181,1421,Nike
t07523,thomashector,"Could have been better, talking about Amazon at Andrewville, Turks and Caicos Islands! #ShopSmart #FitnessGoals",negative,"Andrewville, Turks and Caicos Islands","['#ShopSmart', '#FitnessGoals']",2024-09-21 18:22:30.537431,775,1825,Amazon
t07524,nguyenjoshua,"Blown away by the quality of Netflix at Tokyo, Japan! #Innovation",positive,"Tokyo, Japan",['#Innovation'],2024-09-07 21:30:40.354184,329,1149,Netflix
t07525,wileybrian,"Amazing experience with the new product from Adidas at Tylerborough, Benin! #Innovation",positive,"Tylerborough, Benin",['#Innovation'],2025-04-28 06:37:55.016535,70,987,Adidas
t07526,emilyjennings,"Not satisfied with the recent changes by Apple at South Sheila, American Samoa! #Innovation #Trending",negative,"South Sheila, American Samoa","['#Innovation', '#Trending']",2024-07-10 06:29:43.882012,95,1351,Apple
t07527,qconway,"Could have been better, talking about Google at Hesshaven, Bosnia and Herzegovina! #TechNews #TravelDiaries",negative,"Hesshaven, Bosnia and Herzegovina","['#TechNews', '#TravelDiaries']",2024-07-02 02:13:05.234114,750,1137,Google
t07528,gibsonrenee,"Not sure how to feel about Apple at Karenborough, Canada! #TechNews",neutral,"Karenborough, Canada",['#TechNews'],2024-07-29 01:09:54.001107,834,1246,Apple
t07529,alvareztheresa,"Checked out the new update of Google at New York, USA! #Innovation",neutral,"New York, USA",['#Innovation'],2024-06-29 13:43:47.609636,644,2294,Google
t07530,caleb97,"Blown away by the quality of Apple at New York, USA! #Trending",positive,"New York, USA",['#Trending'],2025-01-22 11:04:26.576557,904,2019,Apple
t07531,josephruiz,"Unmatched service and performance by Google at Tokyo, Japan! #EcoFriendly #ShopSmart",positive,"Tokyo, Japan","['#EcoFriendly', '#ShopSmart']",2024-08-27 00:08:52.914411,690,1322,Google
t07532,donnaclark,"Loving the fresh updates brought by Adidas at São Paulo, Brazil! #Innovation #ShopSmart",positive,"São Paulo, Brazil","['#Innovation', '#ShopSmart']",2024-05-28 13:59:36.179811,788,2151,Adidas
t07533,amberbeck,"Very poor performance by Samsung at Lake Jamieland, Vanuatu! #FitnessGoals",negative,"Lake Jamieland, Vanuatu",['#FitnessGoals'],2024-09-04 21:23:38.744453,444,645,Samsung
t07534,prodriguez,"Another fantastic innovation from Apple at Mariastad, Palestinian Territory! #NewLaunch #TravelDiaries",positive,"Mariastad, Palestinian Territory","['#NewLaunch', '#TravelDiaries']",2024-08-20 18:46:39.568207,325,1540,Apple
t07535,ttanner,"Unmatched service and performance by Samsung at Oliverborough, Kenya! #MovieNight #TravelDiaries",positive,"Oliverborough, Kenya","['#MovieNight', '#TravelDiaries']",2024-11-12 04:33:29.090043,937,1461,Samsung
t07536,william51,"Checked out the new update of Google at New York, USA! #TechNews",neutral,"New York, USA",['#TechNews'],2025-02-20 13:28:59.028571,208,1592,Google
t07537,zlee,"Random thoughts on Google at São Paulo, Brazil! #TechNews #ShopSmart",neutral,"São Paulo, Brazil","['#TechNews', '#ShopSmart']",2024-08-11 01:36:56.225671,806,838,Google
t07538,diazkimberly,"Not sure how to feel about Samsung at North Cheryl, Guadeloupe! #TravelDiaries",neutral,"North Cheryl, Guadeloupe",['#TravelDiaries'],2025-04-15 21:54:27.299499,812,995,Samsung
t07539,kevin79,"Had an average experience with Apple at Los Angeles, USA! #NewLaunch #Trending",neutral,"Los Angeles, USA","['#NewLaunch', '#Trending']",2024-06-07 04:10:28.433179,598,1324,Apple
t07540,kanekayla,"First time trying products from Amazon at Paris, France! #TravelDiaries #NewLaunch",neutral,"Paris, France","['#TravelDiaries', '#NewLaunch']",2024-11-26 13:54:38.461166,272,949,Amazon
t07541,rharris,"Checked out the new update of Google at Brownland, Solomon Islands! #NewLaunch",neutral,"Brownland, Solomon Islands",['#NewLaunch'],2024-04-28 19:23:37.168243,20,354,Google
t07542,kgriffin,"Exploring the features of Adidas at Mumbai, India! #Innovation",neutral,"Mumbai, India",['#Innovation'],2024-10-15 07:55:21.429716,453,714,Adidas
t07543,richmondjoshua,"Not sure how to feel about Amazon at Mumbai, India! #ShopSmart",neutral,"Mumbai, India",['#ShopSmart'],2024-10-29 06:50:09.677111,473,1079,Amazon
t07544,fthomas,"Absolutely loving the latest release by Samsung at Mumbai, India! #Trending #MovieNight",positive,"Mumbai, India","['#Trending', '#MovieNight']",2025-03-31 15:07:06.412310,158,778,Samsung
t07545,oboone,"Absolutely loving the latest release by Google at Tokyo, Japan! #FitnessGoals",positive,"Tokyo, Japan",['#FitnessGoals'],2024-09-12 19:38:02.859022,378,716,Google
t07546,mosscarlos,"First impressions are great for Amazon at London, UK! #Innovation",positive,"London, UK",['#Innovation'],2025-04-28 12:15:15.237823,705,1956,Amazon
t07547,robert87,"Blown away by the quality of Adidas at Berlin, Germany! #EcoFriendly #Trending",positive,"Berlin, Germany","['#EcoFriendly', '#Trending']",2025-02-18 08:03:18.170280,980,1003,Adidas
t07548,elizabeth73,"Really disappointed with the latest update from Amazon at Los Angeles, USA! #FitnessGoals",negative,"Los Angeles, USA",['#FitnessGoals'],2025-03-04 23:05:35.732808,166,1504,Amazon
t07549,tiffanywhite,"Mixed feelings about Adidas at São Paulo, Brazil! #ShopSmart #Trending",neutral,"São Paulo, Brazil","['#ShopSmart', '#Trending']",2024-06-03 23:14:05.338260,126,2116,Adidas
t07550,jeremy88,"Loving the fresh updates brought by Nike at London, UK! #NewLaunch #TravelDiaries",positive,"London, UK","['#NewLaunch', '#TravelDiaries']",2024-10-01 08:23:14.508724,117,710,Nike
